year,month,day,date,high,low,temp,hum,elec
2015,2,1,2015 2 1,1.9,-0.4,0.7875,75,901.09408
2015,2,2,2015 2 2,6.2,-3.9,1.7625,77.25,744.658412
2015,2,3,2015 2 3,7.8,2,4.2375,72.75,743.560438
2015,2,4,2015 2 4,8.5,-1.2,3.0375,65.875,784.915894
2015,2,5,2015 2 5,7.9,-3.6,1.8625,55.375,685.154914
2015,2,6,2015 2 6,10,-2.1,3.1125,58,767.903852
2015,2,7,2015 2 7,8.7,-1.9,4.5875,63.125,713.83984
2015,2,8,2015 2 8,3.8,-2.8,0,49,742.033737
2015,2,9,2015 2 9,6.4,-5.6,0.1625,49.75,686.187593
2015,2,10,2015 2 10,11.5,-2.8,4.35,52.875,690.788012
2015,2,11,2015 2 11,14.7,1.7,7.3875,55.25,645.277997
2015,2,12,2015 2 12,13.4,-2.2,5.5375,58.625,658.003717
2015,2,13,2015 2 13,15.4,0.7,7.05,61.625,656.227918
2015,2,14,2015 2 14,18.6,2.8,11.725,59.875,629.753896
2015,2,15,2015 2 15,12.6,10.3,11.35,95.75,668.230039
2015,2,16,2015 2 16,12.9,4.5,8.8625,90,642.687362
2015,2,17,2015 2 17,15.4,0.9,7.625,71.875,790.686937
2015,2,18,2015 2 18,9.1,2.2,5.4,69,1073.012036
2015,2,19,2015 2 19,10.9,0.2,5.825,66,900.201077
2015,2,20,2015 2 20,6.1,4.2,5.25,96.625,969.451359
2015,2,21,2015 2 21,5.8,1.9,4.2125,91.875,951.247878
2015,2,22,2015 2 22,7,-0.9,3.825,93.125,905.246566
2015,2,23,2015 2 23,10.2,2.6,6.6,81.5,849.635809
2015,2,24,2015 2 24,13.1,2.3,7.85,83.125,696.513674
2015,2,25,2015 2 25,11.8,7.6,9.05,86.625,605.379382
2015,2,26,2015 2 26,11.6,5.5,8.7625,58.75,624.837684
2015,2,27,2015 2 27,6.8,1.9,4.9875,73.125,651.562828
2015,2,28,2015 2 28,2.3,0.1,1.1625,91.625,802.149477
2015,3,1,2015 3 1,11.1,-0.2,4.725,78.625,672.750591
2015,3,2,2015 3 2,10.9,2.6,7.1625,75.875,599.54934
2015,3,3,2015 3 3,10.9,5.2,8.4,54.5,632.67802
2015,3,4,2015 3 4,4.8,0.3,2.35,52,709.072067
2015,3,5,2015 3 5,5,1.1,3.0875,61.625,898.218489
2015,3,6,2015 3 6,7.1,-0.3,3.9125,76,735.691214
2015,3,7,2015 3 7,10.6,0.2,5.775,79.5,659.403735
2015,3,8,2015 3 8,11.8,2.7,7.0625,81.25,587.018939
2015,3,9,2015 3 9,11.9,2.7,6.2,79.5,576.210383
2015,3,10,2015 3 10,7.1,-0.2,3.3125,51.625,669.693258
2015,3,11,2015 3 11,12.5,-1.1,6.0125,60.25,597.007638
2015,3,12,2015 3 12,17.4,1.9,9.875,69.125,545.556447
2015,3,13,2015 3 13,18,5.8,11.6625,78.125,516.046998
2015,3,14,2015 3 14,12.3,6.4,9.1375,75.125,547.439268
2015,3,15,2015 3 15,13.8,4.3,9.8625,88.375,530.758116
2015,3,16,2015 3 16,15.5,10.6,12.275,89.75,508.614763
2015,3,17,2015 3 17,13.5,10.1,12.1,98.875,505.827408
2015,3,18,2015 3 18,10.5,8,9.2625,96.25,531.971858
2015,3,19,2015 3 19,12.9,7.6,10.325,89.375,500.49732
2015,3,20,2015 3 20,17.2,7.6,12.4875,81.5,543.314169
2015,3,21,2015 3 21,20.1,8.5,14.25,81.875,550.280971
2015,3,22,2015 3 22,21.4,8.4,14.6875,74.25,531.258008
2015,3,23,2015 3 23,14.1,7.9,10.525,74.875,466.744173
2015,3,24,2015 3 24,16.5,6.1,10.7125,66.375,493.706983
2015,3,25,2015 3 25,17.7,7.8,12.114286,56.428571,472.05969
2015,3,26,2015 3 26,14.8,8.4,11.375,70.75,492.544937
2015,3,27,2015 3 27,17.3,10.3,12.9,82.25,502.994799
2015,3,28,2015 3 28,20.5,10.9,14.875,81.25,519.226811
2015,3,29,2015 3 29,22.4,11.9,16.125,85,477.987785
2015,3,30,2015 3 30,22.9,14.2,18.15,84.5,479.778574
2015,3,31,2015 3 31,28.3,17,22.814286,81.857143,381.369018
2015,4,1,2015 4 1,20.5,14,16.05,93.625,465.167596
2015,4,2,2015 4 2,15.5,9.8,11.675,89.75,467.719468
2015,4,3,2015 4 3,11.9,7,10.2375,85.625,474.781741
2015,4,4,2015 4 4,10.7,8.7,9.825,92.875,495.600636
2015,4,5,2015 4 5,11.3,10.4,10.9375,95.625,536.736866
2015,4,6,2015 4 6,13,7.5,10.2875,87.25,525.658267
2015,4,7,2015 4 7,7.3,3.9,5.6375,78.25,505.864347
2015,4,8,2015 4 8,11.8,0,6.2375,80.125,507.239775
2015,4,9,2015 4 9,15.4,2.7,9.8625,73.875,507.106085
2015,4,10,2015 4 10,18.4,6.1,12.2,72.5,494.005976
2015,4,11,2015 4 11,20.5,7.3,14.525,67.25,496.810247
2015,4,12,2015 4 12,18.3,9.5,13.0375,69.5,500.114213
2015,4,13,2015 4 13,10.3,5.4,7.775,74.375,467.118122
2015,4,14,2015 4 14,19.4,4.6,11.7875,68.75,457.568025
2015,4,15,2015 4 15,22.1,10.5,16.525,64.375,443.128961
2015,4,16,2015 4 16,22.1,12.5,16.8375,70.875,422.760337
2015,4,17,2015 4 17,23,13.3,17.9875,67.375,457.473605
2015,4,18,2015 4 18,23.8,14.3,19.275,81.375,475.127201
2015,4,19,2015 4 19,18,11.1,14.725,97.25,482.431987
2015,4,20,2015 4 20,17.9,9.9,13.45,73.75,424.927844
2015,4,21,2015 4 21,19.2,5,12.975,71.5,415.428882
2015,4,22,2015 4 22,24.6,9.7,17.9375,70.375,423.51562
2015,4,23,2015 4 23,27.4,13.4,20.35,63.75,429.097973
2015,4,24,2015 4 24,27.5,15.1,21.3,62.625,462.057103
2015,4,25,2015 4 25,27.1,14.2,21.2875,71.375,448.016022
2015,4,26,2015 4 26,28,12.6,20.6,62.625,459.974055
2015,4,27,2015 4 27,27.1,14.6,21.0625,69,439.51859
2015,4,28,2015 4 28,29.1,14.6,21.275,83.875,414.585724
2015,4,29,2015 4 29,23,15.5,18.6,83.875,398.563792
2015,4,30,2015 4 30,26.2,13.1,19.925,78.25,410.790787
2015,5,1,2015 5 1,28.6,14.3,22.2,73.625,421.310569
2015,5,2,2015 5 2,20.7,14.9,18.25,90.125,460.976519
2015,5,3,2015 5 3,25.1,14.5,19.5625,86.125,494.503661
2015,5,4,2015 5 4,20.6,14.2,18.2625,75.125,427.660746
2015,5,5,2015 5 5,24.5,11,18.6375,74,406.509014
2015,5,6,2015 5 6,24.7,17.4,20.1125,79.25,394.503049
2015,5,7,2015 5 7,27.1,15.9,21.575,83.375,399.333948
2015,5,8,2015 5 8,22.4,18,20.05,89.875,416.706014
2015,5,9,2015 5 9,23.9,16.7,19.4625,85.625,460.82757
2015,5,10,2015 5 10,25.2,14.8,20.275,83.75,444.733819
2015,5,11,2015 5 11,18.9,13.1,15.5125,89.375,439.849776
2015,5,12,2015 5 12,25.9,11,19.0375,64,412.294264
2015,5,13,2015 5 13,28.7,15.3,22.9125,68,424.190966
2015,5,14,2015 5 14,31.2,20.6,26.3125,76.875,442.316868
2015,5,15,2015 5 15,23.3,17.2,21.114286,90,470.400415
2015,5,16,2015 5 16,25.3,15,20.325,74,457.553481
2015,5,17,2015 5 17,27,17.4,21.9125,77,446.358277
2015,5,18,2015 5 18,26.7,18.6,22.4625,87.75,436.824952
2015,5,19,2015 5 19,30.9,17.1,24.8125,71.125,434.467515
2015,5,20,2015 5 20,26.4,16.2,21.425,52.125,422.164463
2015,5,21,2015 5 21,26.8,12,20.2375,53.75,419.298941
2015,5,22,2015 5 22,23.2,14.5,19.275,67.625,406.951893
2015,5,23,2015 5 23,25.2,14.2,20.1875,66,445.582251
2015,5,24,2015 5 24,27.6,16,22.3875,63.125,447.7597
2015,5,25,2015 5 25,29.5,16.6,23.25,59.5,435.482434
2015,5,26,2015 5 26,23,19.7,20.9625,79.625,417.449605
2015,5,27,2015 5 27,19.9,17.9,18.875,89.375,415.77996
2015,5,28,2015 5 28,22.6,18.1,20.375,88.375,431.335257
2015,5,29,2015 5 29,21,20.4,20.7375,93.25,452.933037
2015,5,30,2015 5 30,27.8,20.3,23.4,79.625,485.196055
2015,5,31,2015 5 31,29.6,18.4,23.8625,67.5,478.560737
2015,6,1,2015 6 1,32.1,18.1,26.025,65.125,440.531023
2015,6,2,2015 6 2,23.4,22,22.625,89.75,419.730903
2015,6,3,2015 6 3,25.2,16.5,21.875,72.375,412.545923
2015,6,4,2015 6 4,24.6,13.8,18.975,64.25,416.103943
2015,6,5,2015 6 5,31.7,13,23.05,65.375,419.894265
2015,6,6,2015 6 6,33,19.4,26.4625,55.625,459.91545
2015,6,7,2015 6 7,30.3,22.1,25.3875,60.125,474.398176
2015,6,8,2015 6 8,31.2,21,26.4,57.625,424.111242
2015,6,9,2015 6 9,29.8,22.8,25.7,67.5,467.134384
2015,6,10,2015 6 10,31.3,19.9,26.1375,68,488.612853
2015,6,11,2015 6 11,32.8,23.7,28.3375,42,470.096252
2015,6,12,2015 6 12,34.5,20.3,28.075,43.25,540.461756
2015,6,13,2015 6 13,35.3,24.3,29.7375,44.75,660.694642
2015,6,14,2015 6 14,33.8,22.9,28.4125,47.375,657.533103
2015,6,15,2015 6 15,29.9,22.3,25.2625,73,596.047269
2015,6,16,2015 6 16,20.7,19.9,20.2625,93,502.659915
2015,6,17,2015 6 17,22.9,19.5,21.125,86,456.025089
2015,6,18,2015 6 18,26.6,17.5,22.3125,79.5,461.174473
2015,6,19,2015 6 19,29.9,19.1,24.75,73.375,494.245656
2015,6,20,2015 6 20,28,22.5,24.8375,76.125,552.318814
2015,6,21,2015 6 21,28,21.6,24.125,69,491.307089
2015,6,22,2015 6 22,28.5,20.2,24.7875,75,510.046151
2015,6,23,2015 6 23,27.5,21.6,24.5125,80.25,518.044803
2015,6,24,2015 6 24,22.7,22.2,22.5375,93.375,471.51127
2015,6,25,2015 6 25,23.1,21.5,22.1125,94,478.266943
2015,6,26,2015 6 26,26.7,21.3,23.825,85.625,435.907188
2015,6,27,2015 6 27,22.4,21.3,21.7875,93.625,503.967392
2015,6,28,2015 6 28,22.3,21.2,21.5375,93.625,523.909664
2015,6,29,2015 6 29,28.2,21.3,23.9875,93.5,477.107039
2015,6,30,2015 6 30,22.1,20.3,21.375,93,471.392433
2015,7,1,2015 7 1,28,20.4,24.125,84,456.435858
2015,7,2,2015 7 2,30.6,21.7,26.15,79.75,517.245185
2015,7,3,2015 7 3,29.9,23.5,26.425,79.25,557.301634
2015,7,4,2015 7 4,28.5,22.7,25.425,69,545.454717
2015,7,5,2015 7 5,28.1,20.5,24.3125,70,499.172368
2015,7,6,2015 7 6,21.5,18,20.1625,77,438.24519
2015,7,7,2015 7 7,25.8,17.8,22,76.75,448.226893
2015,7,8,2015 7 8,28.9,20,24.2875,74.875,481.277174
2015,7,9,2015 7 9,24,20.5,22.2125,90,481.612002
2015,7,10,2015 7 10,29.6,22.7,25.9875,84.625,485.537582
2015,7,11,2015 7 11,29.8,24.3,27.025,77.5,480.776358
2015,7,12,2015 7 12,32.7,24,28.25,72.375,576.549947
2015,7,13,2015 7 13,34.8,24.8,29.6625,72.875,838.793345
2015,7,14,2015 7 14,34.5,26.4,30.225,70.75,1052.224402
2015,7,15,2015 7 15,32.6,25.2,28.275,79.25,1002.530368
2015,7,16,2015 7 16,26.2,21.9,24.15,91.875,637.727718
2015,7,17,2015 7 17,25.4,21.8,23.6125,85.875,484.279217
2015,7,18,2015 7 18,23.3,21.8,22.5625,93.5,494.407615
2015,7,19,2015 7 19,27.1,22.3,24.275,89.5,545.845017
2015,7,20,2015 7 20,27.7,22.6,24.975,86.625,540.813489
2015,7,21,2015 7 21,30.4,23.2,26.7875,85.5,635.321816
2015,7,22,2015 7 22,30.4,24.3,27.5625,84.625,792.821986
2015,7,23,2015 7 23,27.1,24.6,25.7625,91.875,619.77121
2015,7,24,2015 7 24,27.3,23.9,25.0625,91,577.308643
2015,7,25,2015 7 25,31.6,22.7,27.3875,82.375,761.125127
2015,7,26,2015 7 26,32.9,24.7,28.35,83.25,885.823294
2015,7,27,2015 7 27,33.8,26.6,29.8125,79.5,1000.509086
2015,7,28,2015 7 28,34.2,27.2,30.5375,74.75,1185.620007
2015,7,29,2015 7 29,34.3,26.2,30.45,72.25,1288.225599
2015,7,30,2015 7 30,33.9,26.4,30.0125,73.375,1327.595848
2015,7,31,2015 7 31,32.8,23.6,29.1875,74.625,1292.529969
2015,8,1,2015 8 1,32.9,23.7,29.05,80.125,1455.347729
2015,8,2,2015 8 2,34.4,26.5,30.55,72,1661.588459
2015,8,3,2015 8 3,34.4,27,30.6625,71.5,1664.871772
2015,8,4,2015 8 4,34.5,27,30.625,73.125,1636.197665
2015,8,5,2015 8 5,34.6,23.9,28.5375,80.5,1301.697662
2015,8,6,2015 8 6,30.1,23.6,26.9,80.75,887.366175
2015,8,7,2015 8 7,31.8,24.9,28.1875,83.125,924.990578
2015,8,8,2015 8 8,32.5,24.9,28.175,80,969.630278
2015,8,9,2015 8 9,28.3,25,26.5875,87.25,769.817923
2015,8,10,2015 8 10,25.2,22.5,23.7375,93.125,590.816299
2015,8,11,2015 8 11,29.6,22.9,25.875,80.875,578.943827
2015,8,12,2015 8 12,31.2,22.5,26.0125,84.25,678.684311
2015,8,13,2015 8 13,31.5,23.2,26.3875,82.125,703.656622
2015,8,14,2015 8 14,30.9,21.6,26.6375,77.625,711.19446
2015,8,15,2015 8 15,29.4,24.2,26.2625,81.625,685.839751
2015,8,16,2015 8 16,30.7,23.9,26.85,79.625,651.262378
2015,8,17,2015 8 17,30.3,21.4,26,79.375,652.694911
2015,8,18,2015 8 18,27.7,23.8,25.5125,82.375,609.413345
2015,8,19,2015 8 19,25.3,20.9,23.075,91.5,501.864435
2015,8,20,2015 8 20,26.5,21.9,23.7625,91.25,474.888393
2015,8,21,2015 8 21,29.4,23.1,25.625,86.5,518.171042
2015,8,22,2015 8 22,30,22.1,25.6875,82.875,563.9707
2015,8,23,2015 8 23,29,21.3,25.15,81.625,562.787216
2015,8,24,2015 8 24,27.6,22.8,24.571429,82.571429,517.133447
2015,8,25,2015 8 25,28.2,20.3,24.125,80.375,520.096869
2015,8,26,2015 8 26,28.8,21.6,24.8375,79.25,520.831491
2015,8,27,2015 8 27,29,20.9,25.0375,78.625,561.314722
2015,8,28,2015 8 28,30.3,20.1,25.0125,79.875,556.620312
2015,8,29,2015 8 29,30.7,21.2,25.4125,76.375,537.299863
2015,8,30,2015 8 30,30.3,21.1,25.3875,75.5,586.5902
2015,8,31,2015 8 31,30.7,20.6,24.975,81,555.084798
2015,9,1,2015 9 1,29,21.3,24.55,75.25,526.386974
2015,9,2,2015 9 2,26.8,18.9,22.625,78.625,516.408962
2015,9,3,2015 9 3,28.7,19.2,24.1625,77.625,517.0799
2015,9,4,2015 9 4,28.6,21,24.3125,86,537.94846
2015,9,5,2015 9 5,25.3,20.7,22.525,87.875,522.901358
2015,9,6,2015 9 6,26.8,19.2,23,84.5,510.169059
2015,9,7,2015 9 7,27.8,18.9,23.4875,77.625,506.55383
2015,9,8,2015 9 8,28.6,19.5,23.575,75.25,502.496098
2015,9,9,2015 9 9,27.4,18.3,22.925,74.375,488.32842
2015,9,10,2015 9 10,27.6,18.2,22.7,75.375,473.205854
2015,9,11,2015 9 11,24.6,18.6,21.6875,82,466.38759
2015,9,12,2015 9 12,26,14.3,20.225,65.25,448.624351
2015,9,13,2015 9 13,23.9,11.8,17.9875,69.25,432.879113
2015,9,14,2015 9 14,26.9,14.5,20.425,70.625,424.215759
2015,9,15,2015 9 15,25.2,18,21.35,80.625,405.570212
2015,9,16,2015 9 16,27.8,17.3,21.45,76.75,428.147254
2015,9,17,2015 9 17,25.4,17.4,20.9875,78.75,425.763037
2015,9,18,2015 9 18,27.2,16.1,22.1375,72.875,421.48727
2015,9,19,2015 9 19,27.9,19.7,23.3,69.875,421.627101
2015,9,20,2015 9 20,28.8,19.1,23.075,71.5,408.547854
2015,9,21,2015 9 21,28.4,16.2,22.3375,71.5,392.049136
2015,9,22,2015 9 22,26.1,18.9,22.0125,85.75,392.747922
2015,9,23,2015 9 23,25.8,19.2,21.8375,84.875,389.165645
2015,9,24,2015 9 24,25.7,18.8,21.2125,86.5,372.906606
2015,9,25,2015 9 25,27.1,19.3,22.6,80,391.360364
2015,9,26,2015 9 26,27.5,19.4,22.625,82.75,436.151408
2015,9,27,2015 9 27,27.8,18.3,22.2,72.875,467.723197
2015,9,28,2015 9 28,28.2,17.2,22.125,72.5,411.062679
2015,9,29,2015 9 29,25.9,19,21.6125,79.875,387.972403
2015,9,30,2015 9 30,21,19,20.025,97.75,369.382308
2015,10,1,2015 10 1,22.8,11.8,19.175,65,412.011524
2015,10,2,2015 10 2,24.7,9.8,17.2,65.875,373.731603
2015,10,3,2015 10 3,26.8,14.4,20.4,63,380.597821
2015,10,4,2015 10 4,22,17.4,19.9,83.125,410.073983
2015,10,5,2015 10 5,26.8,17.3,21.25,78.25,388.085597
2015,10,6,2015 10 6,24.4,15.9,20.425,83.75,429.944733
2015,10,7,2015 10 7,19.3,15.9,18.0375,97.25,412.380828
2015,10,8,2015 10 8,20.8,15.8,18.0375,85.875,408.725466
2015,10,9,2015 10 9,21.6,13.4,16.475,60.625,391.064448
2015,10,10,2015 10 10,22,9.5,15.7125,58.375,391.561368
2015,10,11,2015 10 11,21.3,7.2,14.3,59,388.317748
2015,10,12,2015 10 12,23.6,7.7,15.1,63.125,397.798634
2015,10,13,2015 10 13,25.8,10,17.325,56.25,362.690038
2015,10,14,2015 10 14,26.8,11.6,18.475,55.25,359.163214
2015,10,15,2015 10 15,26,14.7,20.983333,60.666667,340.265237
2015,10,16,2015 10 16,26.5,11.4,18.4125,74.25,376.180338
2015,10,17,2015 10 17,27.5,13.9,19.475,72.125,407.209449
2015,10,18,2015 10 18,26.3,12.4,18.85,67.625,365.48342
2015,10,19,2015 10 19,24.1,13.4,18.25,72.375,360.831372
2015,10,20,2015 10 20,25.4,13.8,18.775,69.75,354.158604
2015,10,21,2015 10 21,25.7,13.4,19.025,75.375,367.639108
2015,10,22,2015 10 22,23,14.2,18.1625,81.125,365.623659
2015,10,23,2015 10 23,22.8,16.5,19.125,85.375,363.964292
2015,10,24,2015 10 24,25.7,13.8,19.15,79.375,352.791468
2015,10,25,2015 10 25,22.1,17.1,19.35,77.125,387.291853
2015,10,26,2015 10 26,17.6,13.5,15.65,89.625,395.283476
2015,10,27,2015 10 27,18.3,9.9,13.275,65.875,352.277176
2015,10,28,2015 10 28,18.6,8.7,13.7375,67.875,353.142604
2015,10,29,2015 10 29,18.7,12.9,15,71.25,363.881636
2015,10,30,2015 10 30,15.4,10.7,13.1375,53.5,364.185937
2015,10,31,2015 10 31,15,7.8,11.5375,58.625,420.24292
2015,11,1,2015 11 1,14.9,6.3,9.825,69.875,399.238537
2015,11,2,2015 11 2,18.9,4.2,10.9875,67,365.36448
2015,11,3,2015 11 3,20.2,6.4,13.275,60.5,376.997742
2015,11,4,2015 11 4,18,10.5,14.65,76.625,370.452972
2015,11,5,2015 11 5,23.5,13.3,17.7125,80.75,368.163062
2015,11,6,2015 11 6,20.5,7.6,15.7375,95.625,396.203383
2015,11,7,2015 11 7,6.9,5.7,6.25,95.875,409.533291
2015,11,8,2015 11 8,8.9,6.2,7.4875,91.625,448.479858
2015,11,9,2015 11 9,11.3,8.1,9.4375,79.875,399.623353
2015,11,10,2015 11 10,13,6.4,9.6375,78.875,396.642576
2015,11,11,2015 11 11,15,9.5,12.0375,74.5,375.306982
2015,11,12,2015 11 12,11.6,11,11.225,90.125,422.9035
2015,11,13,2015 11 13,13.4,8.8,11.1125,91.125,398.880058
2015,11,14,2015 11 14,17.1,7.3,11.8625,83.375,444.536606
2015,11,15,2015 11 15,16.8,7.3,12.4375,86.375,437.345192
2015,11,16,2015 11 16,14.3,11.8,13.0375,90.875,394.42913
2015,11,17,2015 11 17,13.6,10.9,12.075,87.125,377.919389
2015,11,18,2015 11 18,9.9,8,9.1625,88.75,399.898019
2015,11,19,2015 11 19,10,9.2,9.6,94,409.968697
2015,11,20,2015 11 20,12.6,9.7,11.2625,91.125,408.24571
2015,11,21,2015 11 21,14,11.8,12.8375,93.625,433.125657
2015,11,22,2015 11 22,15.2,7.4,12.05,98,478.76274
2015,11,23,2015 11 23,7.9,4.6,6.5125,98.25,514.853147
2015,11,24,2015 11 24,3.7,-0.3,1.2,95.625,528.607805
2015,11,25,2015 11 25,0.1,-1.8,-0.575,91.125,652.626481
2015,11,26,2015 11 26,0.1,-4.3,-2.5875,76.75,759.731848
2015,11,27,2015 11 27,6.7,-5.9,-0.0125,71.5,724.271783
2015,11,28,2015 11 28,12,-0.6,5.9,73.5,613.990151
2015,11,29,2015 11 29,14.8,4.4,8.225,79.5,560.218643
2015,11,30,2015 11 30,6.8,2.3,4.9375,94.875,568.919611
2015,12,1,2015 12 1,11.7,6.5,9.0125,87.25,523.421223
2015,12,2,2015 12 2,11.6,1.6,7.4125,76.125,538.53262
2015,12,3,2015 12 3,9,-1.6,4.3375,48.875,527.518731
2015,12,4,2015 12 4,9.2,-2.2,2.85,62.25,518.356702
2015,12,5,2015 12 5,6.5,0.8,3.7125,72.125,589.071709
2015,12,6,2015 12 6,9.6,0,4.1375,72.5,571.749999
2015,12,7,2015 12 7,12.1,-0.9,4.8125,75.5,554.022753
2015,12,8,2015 12 8,13.1,1.2,6.8875,77.125,484.042188
2015,12,9,2015 12 9,11.2,5.3,8.0875,87.5,455.662957
2015,12,10,2015 12 10,9.8,7.4,8.6625,86.875,500.102106
2015,12,11,2015 12 11,8.6,1.8,6.042857,72.428571,528.843681
2015,12,12,2015 12 12,8.4,2.1,4.6875,76.625,569.03772
2015,12,13,2015 12 13,7.7,2.4,5.4,71.5,618.587328
2015,12,14,2015 12 14,8.7,1.2,4.0875,79.625,533.231234
2015,12,15,2015 12 15,8.3,1.5,4.5875,67.125,519.500596
2015,12,16,2015 12 16,4.9,-3.3,1.125,52,562.669864
2015,12,17,2015 12 17,5.6,-4.8,-0.5125,54.875,594.712415
2015,12,18,2015 12 18,7.1,-6.2,0.0875,52,578.353439
2015,12,19,2015 12 19,6.6,-2.3,2.5375,61.25,631.217244
2015,12,20,2015 12 20,6.1,-0.2,3.2375,78.25,709.561667
2015,12,21,2015 12 21,9.6,-4.8,3.4125,76.5,589.525461
2015,12,22,2015 12 22,7.3,5,5.7125,93.75,657.209562
2015,12,23,2015 12 23,6.7,4.8,5.725,98.25,702.841965
2015,12,24,2015 12 24,7.5,5.3,7,97,678.172626
2015,12,25,2015 12 25,10,2.1,5.1375,77,585.149273
2015,12,26,2015 12 26,13.5,2.3,6.6125,69.625,615.021146
2015,12,27,2015 12 27,4.6,2.1,3.3375,83.5,703.54909
2015,12,28,2015 12 28,6.6,-0.3,2.2625,78.125,626.484751
2015,12,29,2015 12 29,8,-2.5,2.3125,80.25,599.539677
2015,12,30,2015 12 30,8.5,-1.3,3.0625,80.125,634.843763
2015,12,31,2015 12 31,9.9,-3.6,1.7875,76.5,631.187468
2016,1,1,2016 1 1,11.1,-1.5,4.9,67.875,660.394982
2016,1,2,2016 1 2,15.3,4.1,8.7875,64,623.585614
2016,1,3,2016 1 3,15.9,3.6,9.0875,78.5,524.557003
2016,1,4,2016 1 4,8.4,3.1,6,93.75,566.386904
2016,1,5,2016 1 5,6.4,5.6,5.9125,88.875,538.672994
2016,1,6,2016 1 6,7.9,4.1,6.075,83,525.921679
2016,1,7,2016 1 7,4.8,0.6,3.15,70,538.151322
2016,1,8,2016 1 8,5.6,-3.2,0.7875,83.25,613.413412
2016,1,9,2016 1 9,5.1,-1.2,1.6,91.625,656.53612
2016,1,10,2016 1 10,8.4,2.9,5.6375,78.375,704.09052
2016,1,11,2016 1 11,5.7,-1.1,2.6625,88,734.684951
2016,1,12,2016 1 12,0.1,-2.2,-1.2,82.5,787.429715
2016,1,13,2016 1 13,2.2,-4.1,-0.925,87.125,794.349671
2016,1,14,2016 1 14,6.9,-3.2,0.6625,79,747.937034
2016,1,15,2016 1 15,9.8,-5,1.8625,69.625,620.674787
2016,1,16,2016 1 16,10.6,-2.6,4.375,63,681.055927
2016,1,17,2016 1 17,8.1,1.4,4.05,71.625,694.172919
2016,1,18,2016 1 18,2.3,-4.3,-0.2375,70.5,781.350364
2016,1,19,2016 1 19,4.2,-6.3,-1.8,61,777.353395
2016,1,20,2016 1 20,3.4,-1.8,0.5875,56.5,908.897394
2016,1,21,2016 1 21,1.3,-1.5,-0.0625,80.375,948.487814
2016,1,22,2016 1 22,1.8,-2.4,-0.2,81,1165.114271
2016,1,23,2016 1 23,0,-7.5,-4.5875,59.375,1280.697577
2016,1,24,2016 1 24,0,-10.9,-7.8,39.125,1537.718026
2016,1,25,2016 1 25,1.9,-9.7,-4.1625,50,1283.134935
2016,1,26,2016 1 26,7.1,-6.2,0.3625,50.25,988.730536
2016,1,27,2016 1 27,9.8,-2.6,3.825,49.125,860.255047
2016,1,28,2016 1 28,3.5,2.6,3.1875,83.875,894.105682
2016,1,29,2016 1 29,3.6,0.8,2.3375,90.5,1007.566264
2016,1,30,2016 1 30,4.2,0,2.025,79.5,897.058559
2016,1,31,2016 1 31,0.2,-3.3,-1.1875,84.875,1105.789099
2016,2,1,2016 2 1,0.7,-6.2,-2.6875,80.125,1107.218296
2016,2,2,2016 2 2,4.3,-5.3,-1.1,74.625,976.329244
2016,2,3,2016 2 3,7.5,-5.3,0.675,67.5,885.012211
2016,2,4,2016 2 4,7.8,-3.4,1.7,65.375,899.489468
2016,2,5,2016 2 5,8.8,-3.8,2.3375,63.75,922.180411
2016,2,6,2016 2 6,7.3,-2.4,2.2875,45.625,1034.959904
2016,2,7,2016 2 7,10.2,-2.3,2.6625,49.125,1276.593999
2016,2,8,2016 2 8,17.2,0,8.175,47.625,931.146312
2016,2,9,2016 2 9,21.5,1.4,10.125,57.375,708.487758
2016,2,10,2016 2 10,20.7,6.1,13.8,53.5,609.589672
2016,2,11,2016 2 11,17,10.2,13.185714,79.571429,595.644697
2016,2,12,2016 2 12,17.7,10.3,13.425,93,613.52199
2016,2,13,2016 2 13,12.4,2.9,6.1125,87.5,613.190734
2016,2,14,2016 2 14,4.1,-0.6,1.6,53.75,736.66976
2016,2,15,2016 2 15,4.9,-4.1,0.6875,51.375,652.119599
2016,2,16,2016 2 16,8.2,-2.7,2.45,51.875,608.876893
2016,2,17,2016 2 17,12.1,-3.1,4.4625,53.25,595.032974
2016,2,18,2016 2 18,14.4,1.7,7.6,54.5,491.297925
2016,2,19,2016 2 19,11.9,4,8.05,52.125,468.372719
2016,2,20,2016 2 20,10.5,-1,4.65,51.75,493.874713
2016,2,21,2016 2 21,9.3,-2.3,3.8,69.875,591.842906
2016,2,22,2016 2 22,8.2,4.4,5.975,87.75,556.5361
2016,2,23,2016 2 23,10.1,2.7,6,79,489.071135
2016,2,24,2016 2 24,9.5,-0.3,4.0125,72.875,441.694673
2016,2,25,2016 2 25,13.7,0,6.285714,61.857143,466.586902
2016,2,26,2016 2 26,16.1,5.4,9.525,56.5,435.484638
2016,2,27,2016 2 27,18.4,5.4,11.6125,66.125,442.961177
2016,2,28,2016 2 28,12.1,4.4,8.6375,64.125,463.033437
2016,2,29,2016 2 29,11.1,-1.5,4.45,61.25,421.297601
2016,3,1,2016 3 1,14.2,-0.5,6.525,60.125,420.114256
2016,3,2,2016 3 2,16.9,4.7,10.35,65.375,423.573869
2016,3,3,2016 3 3,21.6,10.7,15.0375,69.5,408.099202
2016,3,4,2016 3 4,21.5,11.5,16.35,70.25,417.377703
